ID,Name,Day,Age,Response,Gender
1,John,Sixth,23,0.5627187141917855,0
2,Billie,Sixth,22,0.6011122996634237,0
3,Robert,Sixth,20,0.37624096163859233,0
4,Don,Sixth,27,0.5229607643652396,0
5,Joseph,Sixth,21,0.44213240419590205,0
6,James,Sixth,25,0.4571030819121562,0
7,Delbert,Sixth,26,0.5381738662221578,0
8,Gary,Sixth,24,0.45091858446320987,0
9,Scott,Sixth,27,0.5559681620837437,0
10,Steve,Sixth,27,0.5525724860353819,0
11,Frank,Sixth,18,0.34157597865694245,0
12,Eric,Sixth,23,0.512687736538734,0
13,Wendell,Sixth,27,0.4933996370284516,0
14,James,Sixth,21,0.4517822116966478,0
15,Paul,Sixth,20,0.28884645180163937,0
16,Juan,Sixth,26,0.511309398445967,0
17,Walter,Sixth,30,0.48763740268097405,0
18,Richard,Sixth,23,0.5248170458806685,0
19,Felix,Sixth,21,0.6719892697762015,0
20,Andre,Sixth,21,0.44492116509875906,0
21,Jeffrey,Sixth,26,0.4035001434778803,0
22,Dave,Sixth,21,0.5538101525320848,0
23,James,Sixth,29,0.36994167702023284,0
24,Lemuel,Sixth,27,0.29449460162573504,0
25,Tommy,Sixth,23,0.7125960371855942,0
26,Carlos,Sixth,22,0.560689934295333,0
27,Willie,Sixth,19,0.44267903786725915,0
28,Joseph,Sixth,19,0.46734362611498603,0
29,Everette,Sixth,25,0.6954712644704699,0
30,Marvin,Sixth,28,0.5338449267566893,0
31,Javier,Sixth,30,0.5053801595683928,0
32,Henry,Sixth,27,0.4386438165903696,0
33,Danial,Sixth,19,0.44395374025103196,0
34,Nathan,Sixth,28,0.6104137051112386,0
35,Ted,Sixth,29,0.4387538730184034,0
36,Terry,Sixth,29,0.5828116958700524,0
37,Steve,Sixth,28,0.4883025967736782,0
38,Thomas,Sixth,24,0.5708048197461699,0
39,Roger,Sixth,24,0.5903570754206436,0
40,Mohammed,Sixth,26,0.5710369057808238,0
41,Willie,Sixth,19,0.3545339060940288,0
42,Kirk,Sixth,20,0.5931082193103651,0
43,Michael,Sixth,20,0.4278974215619132,0
44,Michael,Sixth,24,0.7627312850675907,0
45,Eric,Sixth,20,0.36098658033665276,0
46,Clarence,Sixth,19,0.2723403918403283,0
47,Carlton,Sixth,23,0.48309245449383376,0
48,Luis,Sixth,18,0.5978956173958363,0
49,John,Sixth,30,0.46195137886589926,0
50,Charles,Sixth,23,0.44797102389370363,0
51,Larry,Sixth,30,0.6005101847929761,0
52,Kennith,Sixth,22,0.640767304140932,0
53,John,Sixth,24,0.31667987578856716,0
54,David,Sixth,20,0.5460591953743089,0
55,Taylor,Sixth,20,0.42024687092011237,0
56,Michael,Sixth,23,0.503040391617558,0
57,Wesley,Sixth,21,0.5252979188424935,0
58,Jack,Sixth,20,0.4456059188027668,0
59,Drew,Sixth,22,0.4963736106787016,0
60,Gary,Sixth,20,0.44755850067210423,0
61,Robert,Sixth,26,0.433021422000792,0
62,Charles,Sixth,29,0.4821278711793452,0
63,Lawrence,Sixth,24,0.4054221747322013,0
64,Billy,Sixth,25,0.5459887509348277,0
65,Travis,Sixth,19,0.4482537127438954,0
66,Kelly,Sixth,21,0.4947167997604914,0
67,Johnnie,Sixth,23,0.49460618533630774,0
68,Kenneth,Sixth,25,0.5652839716526309,0
69,John,Sixth,19,0.34318786073239826,0
70,Tony,Sixth,22,0.5142301178099664,0
71,Salvatore,Sixth,30,0.5009923942795725,0
72,Jack,Sixth,23,0.453988848810899,0
73,Jose,Sixth,28,0.4821673612287138,0
74,John,Sixth,24,0.47226569405417884,0
75,Richard,Sixth,18,0.6197608040669679,0
76,Alan,Sixth,24,0.5335412407017036,0
77,Edward,Sixth,30,0.5938522409655508,0
78,Kenny,Sixth,30,0.41093795718540826,0
79,Ian,Sixth,24,0.4959098187308255,0
80,Brian,Sixth,29,0.5308543203711171,0
81,Chad,Sixth,24,0.3173498201434641,0
82,Lowell,Sixth,19,0.42484959326038846,0
83,Jonathon,Sixth,24,0.4720788961850801,0
84,Chester,Sixth,25,0.5393488384028237,0
85,Harold,Sixth,28,0.46636818275264025,0
86,Michael,Sixth,28,0.564364490050406,0
